"","Incident.Number","Call.Date.Time","Location","Incident.Type","Other","Individual","Dispositions","Race","Gender","AgeRange","Reason","Enforcement","CarSearch","lat","long","Arrest","Emergency.Psych.Eval","Hour","Day"
"41","2015-00005040",2015-01-27 02:01:00,"M L KING JR WAY / BLAKE ST","T",NA,1,"WM2RON","White","M","2","Reasonable Suscipcion","Other","No Search",37.86246,-122.2719957,"Not Arrested","No",2,"3"
"42","2015-00005053",2015-01-27 07:38:00,"RUSSELL ST / COLLEGE AVE","T",NA,1,"WM4TCN","White","M","4","Traffic","Citation","No Search",37.8584799,-122.2531821,"Not Arrested","No",7,"3"
"43","2015-00005054",2015-01-27 07:45:00,"RUSSELL ST / COLLEGE AVE","T",NA,1,"WM4TCN","White","M","4","Traffic","Citation","No Search",37.8584799,-122.2531821,"Not Arrested","No",7,"3"
"44","2015-00005056",2015-01-27 07:59:00,"RUSSELL ST / COLLEGE AVE","T",NA,1,"WF4TCN","White","F","4","Traffic","Citation","No Search",37.8584799,-122.2531821,"Not Arrested","No",7,"3"
"45","2015-00005059",2015-01-27 08:09:00,"COLLEGE AVE / WOOLSEY ST","T",NA,1,"OM2TCN","Other","M","2","Traffic","Citation","No Search",37.8538875,-122.2527361,"Not Arrested","No",8,"3"
"46","2015-00005061",2015-01-27 08:14:00,"ASHBY AVE / HILLEGASS AVE","T",NA,1,"OF4TCN","Other","F","4","Traffic","Citation","No Search",37.8567208,-122.2555046,"Not Arrested","No",8,"3"
"47","2015-00005064",2015-01-27 08:19:00,"ASHBY AVE / COLLEGE AVE","T",NA,1,"WM3TCN","White","M","3","Traffic","Citation","No Search",37.8570436,-122.2530418,"Not Arrested","No",8,"3"
"48","2015-00005066",2015-01-27 08:23:00,"HILLEGASS AVE / DERBY ST","T",NA,1,"OM3TCN","Other","M","3","Traffic","Citation","No Search",37.8616548,-122.2559951,"Not Arrested","No",8,"3"
"49","2015-00005067",2015-01-27 08:29:00,"COLLEGE AVE / RUSSELL ST","T",NA,1,"WF4TCN","White","F","4","Traffic","Citation","No Search",37.8584799,-122.2531821,"Not Arrested","No",8,"3"
"50","2015-00005068",2015-01-27 08:34:00,"COLLEGE AVE / RUSSELL ST","T",NA,1,"OF4TCN","Other","F","4","Traffic","Citation","No Search",37.8584799,-122.2531821,"Not Arrested","No",8,"3"
"51","2015-00005069",2015-01-27 08:45:00,"COLLEGE AVE / RUSSELL ST","T",NA,1,"OM3TCN","Other","M","3","Traffic","Citation","No Search",37.8584799,-122.2531821,"Not Arrested","No",8,"3"
"52","2015-00005072",2015-01-27 08:56:00,"PARKER ST / TELEGRAPH AVE","T",NA,1,"OM2TWN","Other","M","2","Traffic","Warning","No Search",37.8632728,-122.2587294,"Not Arrested","No",8,"3"
"53","2015-00005074",2015-01-27 09:12:00,"SHATTUCK AVE / BLAKE ST","T",NA,1,"WF4TCN","White","F","4","Traffic","Citation","No Search",37.8630812,-122.2671851,"Not Arrested","No",9,"3"
"54","2015-00005077",2015-01-27 09:35:00,"UNIVERSITY AVE / SIXTH ST","T",NA,1,"WF3TWN","White","F","3","Traffic","Warning","No Search",37.868032,-122.2977077,"Not Arrested","No",9,"3"
"55","2015-00005092",2015-01-27 11:10:00,"ASHBY AVE / SEVENTH ST","T",NA,1,"WM4TCN","White","M","4","Traffic","Citation","No Search",37.8510182,-122.2910929,"Not Arrested","No",11,"3"
"56","2015-00005104",2015-01-27 12:38:00,"MILVIA ST / BANCROFT WAY","T",NA,1,"AF3TWN","Asian","F","3","Traffic","Warning","No Search",37.8672755,-122.2702534,"Not Arrested","No",12,"3"
"57","2015-00005106",2015-01-27 12:41:00,"ADELINE ST / HARMON ST","1194",NA,1,"BM4RAS","Black","M","4","Reasonable Suscipcion","Arrest","Search",37.8496793,-122.2711471,"Arrested","No",12,"3"
"58","2015-00005113",2015-01-27 13:20:00,"MURRAY ST / NINTH ST","T",NA,1,"WF2TCN","White","F","2","Traffic","Citation","No Search",37.8511797,-122.2892336,"Not Arrested","No",13,"3"
"59","2015-00005117",2015-01-27 13:33:00,"2300 BLOCK TELEGRAPH AVE","1194",NA,1,"WM2RCS","White","M","2","Reasonable Suscipcion","Citation","Search",37.8689291,-122.2591921,"Not Arrested","No",13,"3"
"60","2015-00005124",2015-01-27 13:52:00,"2400 BLOCK TELEGRAPH AVE","1194",NA,1,"WM3RAS","White","M","3","Reasonable Suscipcion","Arrest","Search",37.8674642,-122.2594219,"Arrested","No",13,"3"
"61","2015-00005129",2015-01-27 14:24:00,"ASHBY AVE / SAN PABLO AVE","T",NA,1,"OM4TCN","Other","M","4","Traffic","Citation","No Search",37.852157,-122.2866063,"Not Arrested","No",14,"3"
"62","2015-00005136",2015-01-27 14:37:00,"800 BLOCK FOLGER AVE","T",NA,1,"AM4TCN","Asian","M","4","Traffic","Citation","No Search",37.8497128,-122.2924668,"Not Arrested","No",14,"3"
"63","2015-00005139",2015-01-27 14:47:00,"SEVENTH ST / POTTER ST","T",NA,1,"OF4TCN","Other","F","4","Traffic","Citation","No Search",37.8515138,-122.2912337,"Not Arrested","No",14,"3"
"64","2015-00005141",2015-01-27 14:53:00,"1900 BLOCK SAN PABLO AVE","1194",NA,1,"HM4RCS","Hispanic","M","4","Reasonable Suscipcion","Citation","Search",37.870206,-122.292806,"Not Arrested","No",14,"3"
"65","2015-00005141",2015-01-27 14:53:00,"1900 BLOCK SAN PABLO AVE","1194",NA,2,"HM3RCS","Hispanic","M","3","Reasonable Suscipcion","Citation","Search",37.870206,-122.292806,"Not Arrested","No",14,"3"
"66","2015-00005143",2015-01-27 15:00:00,"HEINZ AVE / NINTH ST","T",NA,1,"OF4TCN","Other","F","4","Traffic","Citation","No Search",37.8539297,-122.289681,"Not Arrested","No",15,"3"
"67","2015-00005147",2015-01-27 15:11:00,"1200 BLOCK WARD ST","T",NA,1,"WM4TCN","White","M","4","Traffic","Citation","No Search",37.857105,-122.2861818,"Not Arrested","No",15,"3"
"68","2015-00005149",2015-01-27 15:25:00,"OREGON ST / DOHR ST","T",NA,1,"WM4TCN","White","M","4","Traffic","Citation","No Search",37.855829,-122.2812656,"Not Arrested","No",15,"3"
"69","2015-00005172",2015-01-27 17:47:00,"MILVIA ST / VIRGINIA ST","T",NA,1,"AF3TWN","Asian","F","3","Traffic","Warning","No Search",37.8763056,-122.2712271,"Not Arrested","No",17,"3"
"70","2015-00005178",2015-01-27 18:00:00,"2400 BLOCK TELEGRAPH AVE","1194",NA,1,"WM2RCN","White","M","2","Reasonable Suscipcion","Citation","No Search",37.8674642,-122.2594219,"Not Arrested","No",18,"3"
"71","2015-00005180",2015-01-27 18:11:00,"2400 BLOCK TELEGRAPH AVE","1194","MH",1,"BM3ROS","Black","M","3","Reasonable Suscipcion","Other","Search",37.8674642,-122.2594219,"Not Arrested","Yes",18,"3"
"72","2015-00005181",2015-01-27 18:23:00,"1400 BLOCK SHATTUCK AVE","1194",NA,1,"OM2ICN","Other","M","2","Investigation","Citation","No Search",37.8817523,-122.2698365,"Not Arrested","No",18,"3"
"73","2015-00005181",2015-01-27 18:23:00,"1400 BLOCK SHATTUCK AVE","1194",NA,2,"WM2ICN","White","M","2","Investigation","Citation","No Search",37.8817523,-122.2698365,"Not Arrested","No",18,"3"
"74","2015-00005193",2015-01-27 19:19:00,"BLAKE ST / MILVIA ST","T",NA,1,"BM3TWN","Black","M","3","Traffic","Warning","No Search",37.8627503,-122.2697406,"Not Arrested","No",19,"3"
"75","2015-00005194",2015-01-27 19:25:00,"2300 BLOCK TELEGRAPH AVE","1194",NA,1,"BM2IOS","Black","M","2","Investigation","Other","Search",37.8689291,-122.2591921,"Not Arrested","No",19,"3"
"76","2015-00005195",2015-01-27 19:25:00,"SHATTUCK AVE / CENTER ST","T",NA,1,"OF2TWN","Other","F","2","Traffic","Warning","No Search",37.8703057,-122.2680389,"Not Arrested","No",19,"3"
"77","2015-00005209",2015-01-27 20:34:00,"SAN PABLO AVE / PARDEE ST","T",NA,1,"BM3TWN","Black","M","3","Traffic","Warning","No Search",37.8572089,-122.2882347,"Not Arrested","No",20,"3"
"78","2015-00005219",2015-01-27 21:43:00,"CALIFORNIA ST / ALLSTON WAY","1194",NA,1,"BM2IOS","Black","M","2","Investigation","Other","Search",37.867088,-122.2839068,"Not Arrested","No",21,"3"
"79","2015-00005220",2015-01-27 21:53:00,"BANCROFT WAY / DANA ST","T",NA,1,"BM2TWN","Black","M","2","Traffic","Warning","No Search",37.8684357,-122.2614604,"Not Arrested","No",21,"3"
"80","2015-00005223",2015-01-27 22:06:00,"ASHBY AVE / HARPER ST","T",NA,1,"BM2TWN","Black","M","2","Traffic","Warning","No Search",37.8541636,-122.2721859,"Not Arrested","No",22,"3"
"81","2015-00005227",2015-01-27 22:42:00,"DURANT AVE / TELEGRAPH AVE","T",NA,1,"BF2TWN","Black","F","2","Traffic","Warning","No Search",37.867814,-122.2589767,"Not Arrested","No",22,"3"
"82","2015-00005229",2015-01-27 23:13:00,"CENTER ST / M L KING JR WAY","1194","M",1,"BM2RCS","Black","M","2","Reasonable Suscipcion","Citation","Search",37.8696915,-122.2727922,"Not Arrested","No",23,"3"
"83","2015-00005230",2015-01-27 23:20:00,"CHANNING WAY / MILVIA ST","T",NA,1,"WM2TCN","White","M","2","Traffic","Citation","No Search",37.8654556,-122.270051,"Not Arrested","No",23,"3"
"84","2015-00005232",2015-01-27 23:29:00,"DWIGHT WAY / TELEGRAPH AVE","T",NA,1,"BM2TWN","Black","M","2","Traffic","Warning","No Search",37.8651365,-122.2584315,"Not Arrested","No",23,"3"
"85","2015-00005234",2015-01-27 23:53:00,"TELEGRAPH AVE / STUART ST","T",NA,1,"WM2TWN","White","M","2","Traffic","Warning","No Search",37.8595432,-122.2592466,"Not Arrested","No",23,"3"
"86","2015-00005236",2015-01-27 23:56:00,"DURANT AVE / DANA ST","T",NA,1,"OM2TWS","Other","M","2","Traffic","Warning","Search",37.8675165,-122.2612739,"Not Arrested","No",23,"3"
"87","2015-00005238",2015-01-28 00:02:00,"ALLSTON WAY / SAN PABLO AVE","T",NA,1,"BF1TCN","Black","F","1","Traffic","Citation","No Search",37.8663933,-122.2911943,"Not Arrested","No",0,"4"
"88","2015-00005239",2015-01-28 00:08:00,"SAN PABLO AVE / BURNETT ST","T",NA,1,"BM4TWN","Black","M","4","Traffic","Warning","No Search",37.8529683,-122.2870076,"Not Arrested","No",0,"4"
"89","2015-00005241",2015-01-28 00:19:00,"DWIGHT WAY / TELEGRAPH AVE","T",NA,1,"WM3TCN","White","M","3","Traffic","Citation","No Search",37.8651365,-122.2584315,"Not Arrested","No",0,"4"
"90","2015-00005242",2015-01-28 00:28:00,"SHATTUCK AVE / CHANNING WAY","T",NA,1,"BM3TWN","Black","M","3","Traffic","Warning","No Search",37.8658022,-122.2675057,"Not Arrested","No",0,"4"
"91","2015-00005245",2015-01-28 00:37:00,"SHATTUCK AVE / PARKER ST","1194",NA,1,"BM4RAS","Black","M","4","Reasonable Suscipcion","Arrest","Search",37.8621482,-122.2672083,"Arrested","No",0,"4"
"92","2015-00005246",2015-01-28 00:41:00,"SAN PABLO AVE / UNIVERSITY AVE","1194",NA,1,"OM2TWN","Other","M","2","Traffic","Warning","No Search",37.8691408,-122.2922073,"Not Arrested","No",0,"4"
"93","2015-00005247",2015-01-28 00:43:00,"KING ST / HARMON ST","T",NA,1,"BM3TWS","Black","M","3","Traffic","Warning","Search",37.8491174,-122.2757973,"Not Arrested","No",0,"4"
"94","2015-00005253",2015-01-28 01:33:00,"SAN PABLO AVE / FOLGER AVE","1194B",NA,1,"BM4RWN","Black","M","4","Reasonable Suscipcion","Warning","No Search",37.8509635,-122.2862931,"Not Arrested","No",1,"4"
"95","2015-00005259",2015-01-28 03:23:00,"SEVENTH ST / HEARST AVE","1194",NA,1,"BM3IWS","Black","M","3","Investigation","Warning","Search",37.8724805,-122.279548,"Not Arrested","No",3,"4"
"96","2015-00005261",2015-01-28 03:52:00,"TELEGRAPH AVE / DURANT AVE","T",NA,1,"OM2TCN","Other","M","2","Traffic","Citation","No Search",37.867814,-122.2589767,"Not Arrested","No",3,"4"
"97","2015-00005267",2015-01-28 07:25:00,"COLLEGE AVE / ASHBY AVE","T",NA,1,"WF2TCN","White","F","2","Traffic","Citation","No Search",37.8570436,-122.2530418,"Not Arrested","No",7,"4"
"98","2015-00005268",2015-01-28 07:42:00,"SACRAMENTO ST / RUSSELL ST","T",NA,1,"WM4TCN","White","M","4","Traffic","Citation","No Search",37.8549016,-122.2794491,"Not Arrested","No",7,"4"
"99","2015-00005270",2015-01-28 07:48:00,"COLLEGE AVE / RUSSELL ST","T",NA,1,"WM3TCN","White","M","3","Traffic","Citation","No Search",37.8584799,-122.2531821,"Not Arrested","No",7,"4"
"100","2015-00005276",2015-01-28 07:55:00,"2900 BLOCK COLLEGE AVE","1194B",NA,1,"WM2TCN","White","M","2","Traffic","Citation","No Search",37.8583478,-122.2533078,"Not Arrested","No",7,"4"
"101","2015-00005277",2015-01-28 08:02:00,"900 BLOCK ASHBY AVE","T",NA,1,"WF4TCN","White","F","4","Traffic","Citation","No Search",37.851005,-122.2910843,"Not Arrested","No",8,"4"
"102","2015-00005282",2015-01-28 08:13:00,"COLLEGE AVE / RUSSELL ST","T",NA,1,"HM3TCN","Hispanic","M","3","Traffic","Citation","No Search",37.8584799,-122.2531821,"Not Arrested","No",8,"4"
"103","2015-00005286",2015-01-28 08:29:00,"STUART ST / COLLEGE AVE","T",NA,1,"WM4TCN","White","M","4","Traffic","Citation","No Search",37.8598486,-122.2533174,"Not Arrested","No",8,"4"
"104","2015-00005287",2015-01-28 08:33:00,"SACRAMENTO ST / JULIA ST","T",NA,1,"WF4TCN","White","F","4","Traffic","Citation","No Search",37.8541885,-122.2791483,"Not Arrested","No",8,"4"
"105","2015-00005288",2015-01-28 08:45:00,"M L KING JR WAY / CENTER ST","T",NA,1,"OF3TWN","Other","F","3","Traffic","Warning","No Search",37.8696915,-122.2727922,"Not Arrested","No",8,"4"
"106","2015-00005289",2015-01-28 08:46:00,"SACRAMENTO ST / RUSSELL ST","T",NA,1,"WF4TCN","White","F","4","Traffic","Citation","No Search",37.8549016,-122.2794491,"Not Arrested","No",8,"4"
"107","2015-00005292",2015-01-28 08:58:00,"ASHBY AVE / SACRAMENTO ST","T",NA,1,"BF4TCN","Black","F","4","Traffic","Citation","No Search",37.8532935,-122.2789409,"Not Arrested","No",8,"4"
"108","2015-00005297",2015-01-28 09:17:00,"SACRAMENTO ST / RUSSELL ST","T",NA,1,"HF3TCN","Hispanic","F","3","Traffic","Citation","No Search",37.8549016,-122.2794491,"Not Arrested","No",9,"4"
"109","2015-00005298",2015-01-28 09:27:00,"SACRAMENTO ST / CHANNING WAY","T",NA,1,"BF2TWN","Black","F","2","Traffic","Warning","No Search",37.8639938,-122.2814175,"Not Arrested","No",9,"4"
"110","2015-00005300",2015-01-28 09:42:00,"UNIVERSITY AVE / NINTH ST","T",NA,1,"WF4TCN","White","F","4","Traffic","Citation","No Search",37.8687133,-122.2944035,"Not Arrested","No",9,"4"
"111","2015-00005309",2015-01-28 10:26:00,"DWIGHT WAY / FULTON ST","T",NA,1,"WM4TCN","White","M","4","Traffic","Citation","No Search",37.8642505,-122.2652527,"Not Arrested","No",10,"4"
"112","2015-00005311",2015-01-28 10:28:00,"BANCROFT WAY/BARROW LANE","1194B",NA,1,"HM2TCN","Hispanic","M","2","Traffic","Citation","No Search",37.8688307,-122.2583329,"Not Arrested","No",10,"4"
"113","2015-00005316",2015-01-28 10:43:00,"BANCROFT WAY / BARROWS LN","T",NA,1,"OM4TWN","Other","M","4","Traffic","Warning","No Search",37.8688307,-122.2583329,"Not Arrested","No",10,"4"
"114","2015-00005317",2015-01-28 10:44:00,"BANCROFT WAY / DANA ST","1194B",NA,1,"WM2TCN","White","M","2","Traffic","Citation","No Search",37.8684357,-122.2614604,"Not Arrested","No",10,"4"
"115","2015-00005320",2015-01-28 10:54:00,"BANCROFT WAY / TELEGRAPH AVE","1194B",NA,1,"WM2TCN","White","M","2","Traffic","Citation","No Search",37.8687287,-122.2591604,"Not Arrested","No",10,"4"
"116","2015-00005321",2015-01-28 10:55:00,"BANCROFT WAY / BARROWS LN","1194B",NA,1,"OM2TCN","Other","M","2","Traffic","Citation","No Search",37.8688307,-122.2583329,"Not Arrested","No",10,"4"
"117","2015-00005324",2015-01-28 11:03:00,"BANCROFT WAY / ELLSWORTH ST","T",NA,1,"WM4TCN","White","M","4","Traffic","Citation","No Search",37.8681263,-122.2637263,"Not Arrested","No",11,"4"
"118","2015-00005326",2015-01-28 11:04:00,"BANCROFT WAY / TELEGRAPH AVE","1194B",NA,1,"WM2TCN","White","M","2","Traffic","Citation","No Search",37.8687287,-122.2591604,"Not Arrested","No",11,"4"
"119","2015-00005384",2015-01-28 16:28:00,"DWIGHT WAY / GRANT ST","T",NA,1,"HM4TWN","Hispanic","M","4","Traffic","Warning","No Search",37.8630556,-122.2743978,"Not Arrested","No",16,"4"
"120","2015-00005386",2015-01-28 16:34:00,"UNIVERSITY AVE / SHATTUCK AVE","1194",NA,1,"BF1IWN","Black","F","1","Investigation","Warning","No Search",37.8720999,-122.2684067,"Not Arrested","No",16,"4"
"121","2015-00005388",2015-01-28 16:38:00,"M L KING JR WAY / DERBY ST","T",NA,1,"WF3TCN","White","F","3","Traffic","Citation","No Search",37.8597597,-122.2716921,"Not Arrested","No",16,"4"
"122","2015-00005394",2015-01-28 16:53:00,"DERBY ST / M L KING JR WAY","T",NA,1,"WF2TWN","White","F","2","Traffic","Warning","No Search",37.8597597,-122.2716921,"Not Arrested","No",16,"4"
"123","2015-00005396",2015-01-28 16:57:00,"2400 BLOCK TELEGRAPH AVE","1194",NA,1,"WM4RWN","White","M","4","Reasonable Suscipcion","Warning","No Search",37.8674642,-122.2594219,"Not Arrested","No",16,"4"
"124","2015-00005406",2015-01-28 17:24:00,"37.8609962420001~-122.256143699","1194",NA,1,"WM4RCN","White","M","4","Reasonable Suscipcion","Citation","No Search",37.8609962420001,-122.256143699,"Not Arrested","No",17,"4"
"125","2015-00005419",2015-01-28 18:04:00,"VINE ST / OXFORD ST","1194",NA,1,"BM2ICS","Black","M","2","Investigation","Citation","Search",37.8805159,-122.2670654,"Not Arrested","No",18,"4"
"126","2015-00005420",2015-01-28 18:07:00,"UNI/10","T",NA,1,"BM3ICN","Black","M","3","Investigation","Citation","No Search",37.8648038,-122.3114011,"Not Arrested","No",18,"4"
"127","2015-00005432",2015-01-28 19:12:00,"VINE ST / SHATTUCK AVE","1194",NA,1,"OM4IAS","Other","M","4","Investigation","Arrest","Search",37.8802352,-122.2692423,"Arrested","No",19,"4"
"128","2015-00005441",2015-01-28 20:18:00,"VALLEY ST / ALLSTON WAY","1196",NA,1,"OM3WAN","Other","M","3","Wanted","Arrest","No Search",37.8669858,-122.284767,"Arrested","No",20,"4"
"129","2015-00005452",2015-01-28 21:35:00,"SAN PABLO AVE / DWIGHT WAY","T",NA,1,"OM4IWN","Other","M","4","Investigation","Warning","No Search",37.861106,-122.2894887,"Not Arrested","No",21,"4"
"130","2015-00005457",2015-01-28 22:05:00,"DANA ST / BANCROFT WAY","T",NA,1,"BF2TWN","Black","F","2","Traffic","Warning","No Search",37.8684357,-122.2614604,"Not Arrested","No",22,"4"
"131","2015-00005465",2015-01-28 23:03:00,"SAN PABLO AVE / DELAWARE ST","T",NA,1,"HM2TCN","Hispanic","M","2","Traffic","Citation","No Search",37.8716935,-122.2929202,"Not Arrested","No",23,"4"
"132","2015-00005466",2015-01-28 23:10:00,"ASHBY AVE / REGENT ST","T",NA,1,"BM2TWN","Black","M","2","Traffic","Warning","No Search",37.8565533,-122.2568214,"Not Arrested","No",23,"4"
"133","2015-00005473",2015-01-28 23:29:00,"3000 BLOCK DOHR ST","1194B",NA,1,"WM4WWN","White","M","4","Wanted","Warning","No Search",37.8530749,-122.280709,"Not Arrested","No",23,"4"
"134","2015-00005475",2015-01-28 23:35:00,"PRINCE ST / SACRAMENTO ST","T",NA,1,"BM3TWS","Black","M","3","Traffic","Warning","Search",37.8515032,-122.2785297,"Not Arrested","No",23,"4"
"135","2015-00005476",2015-01-28 23:47:00,"EIGHTH ST / BANCROFT WAY","T",NA,1,"BF3TWN","Black","F","3","Traffic","Warning","No Search",37.8639465,-122.294074,"Not Arrested","No",23,"4"
"136","2015-00005491",2015-01-29 02:05:00,"UNIVERSITY AVE / SHATTUCK AVE","T",NA,1,"HF1TCS","Hispanic","F","1","Traffic","Citation","Search",37.8720999,-122.2684067,"Not Arrested","No",2,"5"
"137","2015-00005493",2015-01-29 03:06:00,"AC/PRINCE","T",NA,1,"BM3TWN","Black","M","3","Traffic","Warning","No Search",37.8715926,-122.272747,"Not Arrested","No",3,"5"
"138","2015-00005498",2015-01-29 04:02:00,"63/KING","T",NA,1,"BF1TWN","Black","F","1","Traffic","Warning","No Search",37.8475776,-122.2733622,"Not Arrested","No",4,"5"
"139","2015-00005544",2015-01-29 12:13:00,"M L KING JR WAY / DWIGHT WAY","T",NA,1,"WF2TCN","White","F","2","Traffic","Citation","No Search",37.8633623,-122.2720937,"Not Arrested","No",12,"5"
"140","2015-00005551",2015-01-29 12:36:00,"800 BLOCK OXFORD ST","1194",NA,1,"BM2RWN","Black","M","2","Reasonable Suscipcion","Warning","No Search",37.8927931,-122.2727055,"Not Arrested","No",12,"5"
"141","2015-00005593",2015-01-29 16:01:00,"BLAKE ST / CALIFORNIA ST","T",NA,1,"WM3TCS","White","M","3","Traffic","Citation","Search",37.861638,-122.2785329,"Not Arrested","No",16,"5"
"142","2015-00005594",2015-01-29 16:03:00,"ALLSTON WAY / MCKINLEY AVE","T",NA,1,"WM3TWN","White","M","3","Traffic","Warning","No Search",37.8686552,-122.2738349,"Not Arrested","No",16,"5"
"143","2015-00005614",2015-01-29 17:40:00,"1500 BLOCK UNIVERSITY AVE","T",NA,1,"BM2TWN","Black","M","2","Traffic","Warning","No Search",37.8701209,-122.2815768,"Not Arrested","No",17,"5"
"144","2015-00005627",2015-01-29 18:19:00,"THE CIRCLE / MARIN AVE","T",NA,1,"HF3IWN","Hispanic","F","3","Investigation","Warning","No Search",37.8921568,-122.2692484,"Not Arrested","No",18,"5"
"145","2015-00005640",2015-01-29 19:34:00,"1900 BLOCK SAN PABLO AVE","1196",NA,1,"BM4TWN","Black","M","4","Traffic","Warning","No Search",37.870206,-122.292806,"Not Arrested","No",19,"5"
"146","2015-00005642",2015-01-29 19:41:00,"PRINCE ST / SACRAMENTO ST","T",NA,1,"HF3TWN","Hispanic","F","3","Traffic","Warning","No Search",37.8515032,-122.2785297,"Not Arrested","No",19,"5"
"147","2015-00005643",2015-01-29 19:43:00,"BELVEDERE AVE / ROSE ST","T",NA,1,"BF3TCN","Black","F","3","Traffic","Citation","No Search",37.8767296,-122.2900139,"Not Arrested","No",19,"5"
"148","2015-00005644",2015-01-29 19:51:00,"SIXTH ST / DELAWARE ST","T",NA,1,"WM4TWN","White","M","4","Traffic","Warning","No Search",37.8705709,-122.2984959,"Not Arrested","No",19,"5"
"149","2015-00005647",2015-01-29 20:02:00,"ADELINE ST / OREGON ST","T",NA,1,"WM1TWN","White","M","1","Traffic","Warning","No Search",37.857428,-122.2682845,"Not Arrested","No",20,"5"
"150","2015-00005649",2015-01-29 20:09:00,"SAN PABLO AVE / VIRGINIA ST","T",NA,1,"AM3TCN","Asian","M","3","Traffic","Citation","No Search",37.8734627,-122.2934645,"Not Arrested","No",20,"5"
"151","2015-00005652",2015-01-29 20:22:00,"ALCATRAZ AVE / ADELINE ST","T",NA,1,"BM2TWN","Black","M","2","Traffic","Warning","No Search",37.8487531,-122.2713266,"Not Arrested","No",20,"5"
"152","2015-00005653",2015-01-29 20:23:00,"PARKER ST / REGENT ST","T",NA,1,"WF2TWN","White","F","2","Traffic","Warning","No Search",37.8633594,-122.2576071,"Not Arrested","No",20,"5"
"153","2015-00005654",2015-01-29 20:34:00,"SEVENTH ST / DWIGHT WAY","T",NA,1,"HM4TWN","Hispanic","M","4","Traffic","Warning","No Search",37.8601953,-122.2940515,"Not Arrested","No",20,"5"
"154","2015-00005656",2015-01-29 20:42:00,"SIXTH ST / HEARST AVE","T",NA,1,"BM2TWN","Black","M","2","Traffic","Warning","No Search",37.8693195,-122.2980949,"Not Arrested","No",20,"5"
"155","2015-00005660",2015-01-29 20:49:00,"SECOND ST / HEARST AVE","1194B",NA,1,"BM3TWS","Black","M","3","Traffic","Warning","Search",37.8684184,-122.3025391,"Not Arrested","No",20,"5"
"156","2015-00005665",2015-01-29 21:05:00,"900 BLOCK PAGE ST","1194B",NA,1,"BM4TWN","Black","M","4","Traffic","Warning","No Search",37.8766391,-122.2993263,"Not Arrested","No",21,"5"
"157","2015-00005681",2015-01-29 22:34:00,"37.8529197501924~-122.269964122886","1194",NA,1,"BM3RAS","Black","M","3","Reasonable Suscipcion","Arrest","Search",37.8529197501924,-122.269964122886,"Arrested","No",22,"5"
"158","2015-00005683",2015-01-29 22:47:00,"PIEDMONT AVE/DURANT AVE","T",NA,1,"BM3TWN","Black","M","3","Traffic","Warning","No Search",37.8687088,-122.252114,"Not Arrested","No",22,"5"
"159","2015-00005684",2015-01-29 22:53:00,"UNIVERSITY AVE / EIGHTH ST","T",NA,1,"WF3TCN","White","F","3","Traffic","Citation","No Search",37.8684859,-122.2955316,"Not Arrested","No",22,"5"
"160","2015-00005687",2015-01-29 23:08:00,"SACRAMENTO ST / ADDISON ST","T",NA,1,"AM3TWN","Asian","M","3","Traffic","Warning","No Search",37.869446,-122.2817599,"Not Arrested","No",23,"5"
"161","2015-00005689",2015-01-29 23:14:00,"UNIVERSITY AVE / BONAR ST","T",NA,1,"WF4TWN","White","F","4","Traffic","Warning","No Search",37.8697553,-122.2875161,"Not Arrested","No",23,"5"
"162","2015-00005690",2015-01-29 23:16:00,"UNIVERSITY AVE / SACRAMENTO ST","T",NA,1,"BF3TCN","Black","F","3","Traffic","Citation","No Search",37.8704594,-122.2820309,"Not Arrested","No",23,"5"
"163","2015-00005691",2015-01-29 23:17:00,"1500 BLOCK RUSSELL ST","1196",NA,1,"BM2TWN","Black","M","2","Traffic","Warning","No Search",37.8547812,-122.2790987,"Not Arrested","No",23,"5"
"164","2015-00005692",2015-01-29 23:20:00,"CHANNING WAY / DANA ST","T",NA,1,"OF2TCN","Other","F","2","Traffic","Citation","No Search",37.8666209,-122.2610857,"Not Arrested","No",23,"5"
"165","2015-00005693",2015-01-29 23:24:00,"ADDISON ST / BONAR ST","T",NA,1,"WF2TCS","White","F","2","Traffic","Citation","Search",37.8687416,-122.2873127,"Not Arrested","No",23,"5"
"166","2015-00005695",2015-01-29 23:31:00,"DWIGHT WAY / DANA ST","T",NA,1,"OM2TWN","Other","M","2","Traffic","Warning","No Search",37.8648334,-122.2607244,"Not Arrested","No",23,"5"
"167","2015-00005698",2015-01-29 23:39:00,"BANCROFT WAY / BOWDITCH ST","T",NA,1,"HM2TWS","Hispanic","M","2","Traffic","Warning","Search",37.8690034,-122.2568986,"Not Arrested","No",23,"5"
"168","2015-00005704",2015-01-30 00:17:00,"FIFTH ST / BANCROFT WAY","T",NA,1,"AF2TWN","Asian","F","2","Traffic","Warning","No Search",37.8632835,-122.2973655,"Not Arrested","No",0,"6"
"169","2015-00005715",2015-01-30 01:43:00,"DWIGHT WAY / ELLSWORTH ST","T",NA,1,"HM4TWN","Hispanic","M","4","Traffic","Warning","No Search",37.8645391,-122.2629878,"Not Arrested","No",1,"6"
"170","2015-00005735",2015-01-30 06:55:00,"BOLIVAR DR / BANCROFT WAY","T",NA,1,"HM4IWN","Hispanic","M","4","Investigation","Warning","No Search",37.8626387,-122.3005186,"Not Arrested","No",6,"6"
