Incident Number,Call Date/Time,Location,Incident Type,Dispositions
2015-00005072,01/27/2015 08:56:00 AM,PARKER ST / TELEGRAPH AVE,T,OM2TWN
2015-00005074,01/27/2015 09:12:00 AM,SHATTUCK AVE / BLAKE ST,T,WF4TCN
2015-00005077,01/27/2015 09:35:00 AM,UNIVERSITY AVE / SIXTH ST,T,WF3TWN
2015-00005092,01/27/2015 11:10:00 AM,ASHBY AVE / SEVENTH ST,T,WM4TCN
2015-00005104,01/27/2015 12:38:00 PM,MILVIA ST / BANCROFT WAY,T,AF3TWN
2015-00005106,01/27/2015 12:41:00 PM,ADELINE ST / HARMON ST,1194,BM4RAS
2015-00005113,01/27/2015 01:20:00 PM,MURRAY ST / NINTH ST,T,WF2TCN
2015-00005117,01/27/2015 01:33:00 PM,2300 BLOCK TELEGRAPH AVE,1194,WM2RCS
2015-00005124,01/27/2015 01:52:00 PM,2400 BLOCK TELEGRAPH AVE,1194,WM3RAS
2015-00005129,01/27/2015 02:24:00 PM,ASHBY AVE / SAN PABLO AVE,T,OM4TCN
2015-00005136,01/27/2015 02:37:00 PM,800 BLOCK FOLGER AVE,T,AM4TCN
2015-00005139,01/27/2015 02:47:00 PM,SEVENTH ST / POTTER ST,T,OF4TCN
2015-00005141,01/27/2015 02:53:00 PM,1900 BLOCK SAN PABLO AVE,1194,"HM4RCS, HM3RCS"
2015-00005143,01/27/2015 03:00:00 PM,HEINZ AVE / NINTH ST,T,OF4TCN
2015-00005147,01/27/2015 03:11:00 PM,1200 BLOCK WARD ST,T,WM4TCN
2015-00005149,01/27/2015 03:25:00 PM,OREGON ST / DOHR ST,T,WM4TCN
2015-00005154,01/27/2015 03:59:00 PM,37.8727394650001~-122.279790956,1194,M
2015-00005163,01/27/2015 04:48:00 PM,MCGEE AVE / DELAWARE ST,1194,M
2015-00005172,01/27/2015 05:47:00 PM,MILVIA ST / VIRGINIA ST,T,AF3TWN
2015-00005178,01/27/2015 06:00:00 PM,2400 BLOCK TELEGRAPH AVE,1194,WM2RCN
2015-00005180,01/27/2015 06:11:00 PM,2400 BLOCK TELEGRAPH AVE,1194,"BM3ROS, MH"
2015-00005181,01/27/2015 06:23:00 PM,1400 BLOCK SHATTUCK AVE,1194,"OM2ICN, WM2ICN"
2015-00005189,01/27/2015 06:51:00 PM,60TH ST / SAN PABLO AVE,1196,M
2015-00005193,01/27/2015 07:19:00 PM,BLAKE ST / MILVIA ST,T,BM3TWN
2015-00005194,01/27/2015 07:25:00 PM,2300 BLOCK TELEGRAPH AVE,1194,BM2IOS
2015-00005195,01/27/2015 07:25:00 PM,SHATTUCK AVE / CENTER ST,T,OF2TWN
2015-00005197,01/27/2015 07:27:00 PM,SACRAMENTO ST / RUSSELL ST,T,M
2015-00005199,01/27/2015 07:40:00 PM,SAN PABLO AVE / ALLSTON WAY,1194B,M
2015-00005206,01/27/2015 08:21:00 PM,SACRAMENTO ST / TYLER ST,T,M
2015-00005209,01/27/2015 08:34:00 PM,SAN PABLO AVE / PARDEE ST,T,BM3TWN
2015-00070869,12/04/2015 10:59:00 PM,0 BLOCK BOLIVAR DR,1196,M
2015-00005210,01/27/2015 08:39:00 PM,SIXTH ST / UNIVERSITY AVE,1194,M
2015-00005215,01/27/2015 09:27:00 PM,ALLSTON WAY / M L KING JR WAY,1194,P
2015-00005219,01/27/2015 09:43:00 PM,CALIFORNIA ST / ALLSTON WAY,1194,BM2IOS
2015-00005220,01/27/2015 09:53:00 PM,BANCROFT WAY / DANA ST,T,BM2TWN
2015-00005223,01/27/2015 10:06:00 PM,ASHBY AVE / HARPER ST,T,BM2TWN
2015-00005225,01/27/2015 10:23:00 PM,CORNELL AVE / CAMELIA ST,1196,M
2015-00005227,01/27/2015 10:42:00 PM,DURANT AVE / TELEGRAPH AVE,T,BF2TWN
2015-00005229,01/27/2015 11:13:00 PM,CENTER ST / M L KING JR WAY,1194,"BM2RCS, M"
2015-00005230,01/27/2015 11:20:00 PM,CHANNING WAY / MILVIA ST,T,WM2TCN
2015-00005232,01/27/2015 11:29:00 PM,DWIGHT WAY / TELEGRAPH AVE,T,BM2TWN
2015-00005233,01/27/2015 11:51:00 PM,1300 BLOCK CARRISON ST,1194B,
2015-00005234,01/27/2015 11:53:00 PM,TELEGRAPH AVE / STUART ST,T,WM2TWN
2015-00005236,01/27/2015 11:56:00 PM,DURANT AVE / DANA ST,T,OM2TWS
2015-00005238,01/28/2015 12:02:00 AM,ALLSTON WAY / SAN PABLO AVE,T,BF1TCN
2015-00005239,01/28/2015 12:08:00 AM,SAN PABLO AVE / BURNETT ST,T,BM4TWN
2015-00005241,01/28/2015 12:19:00 AM,DWIGHT WAY / TELEGRAPH AVE,T,WM3TCN
2015-00005242,01/28/2015 12:28:00 AM,SHATTUCK AVE / CHANNING WAY,T,BM3TWN
2015-00005245,01/28/2015 12:37:00 AM,SHATTUCK AVE / PARKER ST,1194,BM4RAS
2015-00005246,01/28/2015 12:41:00 AM,SAN PABLO AVE / UNIVERSITY AVE,1194,OM2TWN
2015-00005247,01/28/2015 12:43:00 AM,KING ST / HARMON ST,T,BM3TWS
2015-00005248,01/28/2015 12:53:00 AM,SAN PABLO AVE / UNIVERSITY AVE,1194B,
2015-00005249,01/28/2015 01:02:00 AM,3200 BLOCK ADELINE ST,1194,M
2015-00005253,01/28/2015 01:33:00 AM,SAN PABLO AVE / FOLGER AVE,1194B,BM4RWN
2015-00005259,01/28/2015 03:23:00 AM,SEVENTH ST / HEARST AVE,1194,BM3IWS
2015-00005261,01/28/2015 03:52:00 AM,TELEGRAPH AVE / DURANT AVE,T,OM2TCN
2015-00005267,01/28/2015 07:25:00 AM,COLLEGE AVE / ASHBY AVE,T,WF2TCN
2015-00005268,01/28/2015 07:42:00 AM,SACRAMENTO ST / RUSSELL ST,T,WM4TCN
2015-00005270,01/28/2015 07:48:00 AM,COLLEGE AVE / RUSSELL ST,T,WM3TCN
2015-00005276,01/28/2015 07:55:00 AM,2900 BLOCK COLLEGE AVE,1194B,WM2TCN
2015-00005277,01/28/2015 08:02:00 AM,900 BLOCK ASHBY AVE,T,WF4TCN
2015-00005282,01/28/2015 08:13:00 AM,COLLEGE AVE / RUSSELL ST,T,HM3TCN
2015-00005286,01/28/2015 08:29:00 AM,STUART ST / COLLEGE AVE,T,WM4TCN
2015-00005287,01/28/2015 08:33:00 AM,SACRAMENTO ST / JULIA ST,T,WF4TCN
2015-00005288,01/28/2015 08:45:00 AM,M L KING JR WAY / CENTER ST,T,OF3TWN
2015-00005289,01/28/2015 08:46:00 AM,SACRAMENTO ST / RUSSELL ST,T,WF4TCN
2015-00005292,01/28/2015 08:58:00 AM,ASHBY AVE / SACRAMENTO ST,T,BF4TCN
2015-00005297,01/28/2015 09:17:00 AM,SACRAMENTO ST / RUSSELL ST,T,HF3TCN
2015-00005298,01/28/2015 09:27:00 AM,SACRAMENTO ST / CHANNING WAY,T,BF2TWN
2015-00005300,01/28/2015 09:42:00 AM,UNIVERSITY AVE / NINTH ST,T,WF4TCN
2015-00005303,01/28/2015 09:54:00 AM,PARKER ST / MILVIA ST,T,M
2015-00005309,01/28/2015 10:26:00 AM,DWIGHT WAY / FULTON ST,T,WM4TCN
2015-00005311,01/28/2015 10:28:00 AM,BANCROFT WAY/BARROW LANE,1194B,HM2TCN
2015-00005316,01/28/2015 10:43:00 AM,BANCROFT WAY / BARROWS LN,T,OM4TWN
2015-00005317,01/28/2015 10:44:00 AM,BANCROFT WAY / DANA ST,1194B,WM2TCN
2015-00005320,01/28/2015 10:54:00 AM,BANCROFT WAY / TELEGRAPH AVE,1194B,WM2TCN
2015-00005321,01/28/2015 10:55:00 AM,BANCROFT WAY / BARROWS LN,1194B,OM2TCN
2015-00005324,01/28/2015 11:03:00 AM,BANCROFT WAY / ELLSWORTH ST,T,WM4TCN
2015-00005326,01/28/2015 11:04:00 AM,BANCROFT WAY / TELEGRAPH AVE,1194B,WM2TCN
2015-00005356,01/28/2015 02:05:00 PM,BOWDITCH ST / DWIGHT WAY,1194,M
2015-00005384,01/28/2015 04:28:00 PM,DWIGHT WAY / GRANT ST,T,HM4TWN
2015-00005386,01/28/2015 04:34:00 PM,UNIVERSITY AVE / SHATTUCK AVE,1194,BF1IWN
2015-00005388,01/28/2015 04:38:00 PM,M L KING JR WAY / DERBY ST,T,WF3TCN
2015-00005394,01/28/2015 04:53:00 PM,DERBY ST / M L KING JR WAY,T,WF2TWN
2015-00005396,01/28/2015 04:57:00 PM,2400 BLOCK TELEGRAPH AVE,1194,WM4RWN
2015-00005406,01/28/2015 05:24:00 PM,37.8609962420001~-122.256143699,1194,WM4RCN
2015-00005408,01/28/2015 05:38:00 PM,2500 BLOCK HILLEGASS AVE,1194,AR
2015-00005419,01/28/2015 06:04:00 PM,VINE ST / OXFORD ST,1194,BM2ICS
2015-00005420,01/28/2015 06:07:00 PM,UNI/10,T,BM3ICN
2015-00005432,01/28/2015 07:12:00 PM,VINE ST / SHATTUCK AVE,1194,OM4IAS
2015-00005440,01/28/2015 08:04:00 PM,TELE/DER,T,M
2015-00065531,11/06/2015 07:30:00 PM,100 BLOCK BERKELEY SQ,1194,"MH, WM4RWN"
2015-00005441,01/28/2015 08:18:00 PM,VALLEY ST / ALLSTON WAY,1196,OM3WAN
2015-00005452,01/28/2015 09:35:00 PM,SAN PABLO AVE / DWIGHT WAY,T,OM4IWN
2015-00005454,01/28/2015 09:43:00 PM,DWIGHT WAY / SACRAMENTO ST,T,M
2015-00005457,01/28/2015 10:05:00 PM,DANA ST / BANCROFT WAY,T,BF2TWN
2015-00005465,01/28/2015 11:03:00 PM,SAN PABLO AVE / DELAWARE ST,T,HM2TCN
2015-00005466,01/28/2015 11:10:00 PM,ASHBY AVE / REGENT ST,T,BM2TWN
2015-00005473,01/28/2015 11:29:00 PM,3000 BLOCK DOHR ST,1194B,WM4WWN
2015-00005475,01/28/2015 11:35:00 PM,PRINCE ST / SACRAMENTO ST,T,BM3TWS
2015-00005476,01/28/2015 11:47:00 PM,EIGHTH ST / BANCROFT WAY,T,BF3TWN
2015-00005482,01/29/2015 12:45:00 AM,PRINCE ST / CALIFORNIA ST,1194B,P
2015-00005491,01/29/2015 02:05:00 AM,UNIVERSITY AVE / SHATTUCK AVE,T,HF1TCS
2015-00005493,01/29/2015 03:06:00 AM,AC/PRINCE,T,BM3TWN
2015-00005544,01/29/2015 12:13:00 PM,M L KING JR WAY / DWIGHT WAY,T,WF2TCN
2015-00005551,01/29/2015 12:36:00 PM,800 BLOCK OXFORD ST,1194,BM2RWN
2015-00005593,01/29/2015 04:01:00 PM,BLAKE ST / CALIFORNIA ST,T,WM3TCS
2015-00005594,01/29/2015 04:03:00 PM,ALLSTON WAY / MCKINLEY AVE,T,WM3TWN
2015-00005614,01/29/2015 05:40:00 PM,1500 BLOCK UNIVERSITY AVE,T,BM2TWN
2015-00005627,01/29/2015 06:19:00 PM,THE CIRCLE / MARIN AVE,T,HF3IWN
2015-00005628,01/29/2015 06:29:00 PM,CURTIS ST / UNIVERSITY AVE,T,IN
2015-00005640,01/29/2015 07:34:00 PM,1900 BLOCK SAN PABLO AVE,1196,BM4TWN
2015-00005642,01/29/2015 07:41:00 PM,PRINCE ST / SACRAMENTO ST,T,HF3TWN
2015-00005643,01/29/2015 07:43:00 PM,BELVEDERE AVE / ROSE ST,T,BF3TCN
2015-00005644,01/29/2015 07:51:00 PM,SIXTH ST / DELAWARE ST,T,WM4TWN
2015-00005645,01/29/2015 07:53:00 PM,HARMON ST / BAKER ST,T,AR
2015-00005647,01/29/2015 08:02:00 PM,ADELINE ST / OREGON ST,T,WM1TWN
2015-00005649,01/29/2015 08:09:00 PM,SAN PABLO AVE / VIRGINIA ST,T,AM3TCN
2015-00005652,01/29/2015 08:22:00 PM,ALCATRAZ AVE / ADELINE ST,T,BM2TWN
2015-00005653,01/29/2015 08:23:00 PM,PARKER ST / REGENT ST,T,WF2TWN
2015-00005654,01/29/2015 08:34:00 PM,SEVENTH ST / DWIGHT WAY,T,HM4TWN
2015-00011495,02/25/2015 11:55:00 AM,SAN P/UNIV,T,AM2TCN
2015-00011279,02/24/2015 10:05:00 AM,UN/6,T,BM4TCN
2015-00005656,01/29/2015 08:42:00 PM,SIXTH ST / HEARST AVE,T,BM2TWN
2015-00005660,01/29/2015 08:49:00 PM,SECOND ST / HEARST AVE,1194B,BM3TWS
2015-00005665,01/29/2015 09:05:00 PM,900 BLOCK PAGE ST,1194B,BM4TWN
2015-00005673,01/29/2015 10:12:00 PM,TELEGRAPH AVE / DWIGHT WAY,1194,M
2015-00005675,01/29/2015 10:16:00 PM,2400 BLOCK TELEGRAPH AVE,1194,0
2015-00005676,01/29/2015 10:18:00 PM,UNIVERSITY AVE / GRANT ST,T,P
2015-00005679,01/29/2015 10:25:00 PM,TOUCHLESS CAR WASH,1194,M
2015-00005681,01/29/2015 10:34:00 PM,37.8529197501924~-122.269964122886,1194,BM3RAS
2015-00005683,01/29/2015 10:47:00 PM,PIEDMONT AVE/DURANT AVE,T,BM3TWN
2015-00005684,01/29/2015 10:53:00 PM,UNIVERSITY AVE / EIGHTH ST,T,WF3TCN
2015-00005687,01/29/2015 11:08:00 PM,SACRAMENTO ST / ADDISON ST,T,AM3TWN
2015-00005689,01/29/2015 11:14:00 PM,UNIVERSITY AVE / BONAR ST,T,WF4TWN
2015-00005690,01/29/2015 11:16:00 PM,UNIVERSITY AVE / SACRAMENTO ST,T,BF3TCN
2015-00005691,01/29/2015 11:17:00 PM,1500 BLOCK RUSSELL ST,1196,BM2TWN
2015-00005692,01/29/2015 11:20:00 PM,CHANNING WAY / DANA ST,T,OF2TCN
2015-00005693,01/29/2015 11:24:00 PM,ADDISON ST / BONAR ST,T,WF2TCS
2015-00005694,01/29/2015 11:25:00 PM,RUSSELL ST / MCGEE AVE,1196,M
2015-00005695,01/29/2015 11:31:00 PM,DWIGHT WAY / DANA ST,T,OM2TWN
2015-00005698,01/29/2015 11:39:00 PM,BANCROFT WAY / BOWDITCH ST,T,HM2TWS
2015-00005704,01/30/2015 12:17:00 AM,FIFTH ST / BANCROFT WAY,T,AF2TWN
2015-00005715,01/30/2015 01:43:00 AM,DWIGHT WAY / ELLSWORTH ST,T,HM4TWN
2015-00005716,01/30/2015 01:54:00 AM,SHATTUCK AVE / DWIGHT WAY,T,M
2015-00005730,01/30/2015 04:40:00 AM,UNIVERSITY AVE / SHATTUCK AVE,T,M
2015-00005735,01/30/2015 06:55:00 AM,BOLIVAR DR / BANCROFT WAY,T,HM4IWN
2015-00005774,01/30/2015 11:56:00 AM,2100 BLOCK SHATTUCK AVE,1194,"WF4RCN, WF3RCN"
2015-00005777,01/30/2015 11:59:00 AM,MILVIA ST / BANCROFT WAY,T,BM2TWS
2015-00005781,01/30/2015 12:15:00 PM,2000 BLOCK CHANNING WAY,1194,WM4RCN
2015-00005784,01/30/2015 12:35:00 PM,BANCROFT WAY / SHATTUCK AVE,1194,WM4RCN
2015-00005786,01/30/2015 12:44:00 PM,KITTREDGE ST / SHATTUCK AVE,1194,WF4RCN
2015-00005790,01/30/2015 12:59:00 PM,2200 BLOCK SHATTUCK AVE,1194,WM3RCN
2015-00005793,01/30/2015 01:08:00 PM,2100 BLOCK SHATTUCK AVE,1194,BF2RCN
2015-00005795,01/30/2015 01:16:00 PM,100 BLOCK SHATTUCK SQ,1194,M
2015-00005810,01/30/2015 02:53:00 PM,M L KING JR WAY / PRINCE ST,1196,M
2015-00005811,01/30/2015 03:01:00 PM,PIEDMONT AVE / CHANNING WAY,T,WM2TCN
2015-00005817,01/30/2015 03:27:00 PM,ALCATRAZ AVE / CALIFORNIA ST,1194B,
2015-00005826,01/30/2015 03:44:00 PM,ALLSTON WAY / MILVIA ST,1194,M
2015-00005846,01/30/2015 04:57:00 PM,DELAWARE ST / ACTON ST,T,OM4TCN
2015-00005861,01/30/2015 05:41:00 PM,CARLETON ST / SHATTUCK AVE,1196,M
2015-00005865,01/30/2015 06:12:00 PM,SAN PABLO AVE / SIXTY-THIRD ST,T,M
2015-00005875,01/30/2015 06:47:00 PM,UNIVERSITY AVE / CURTIS ST,T,WM3TWN
2015-00005877,01/30/2015 06:48:00 PM,WARD ST / M L KING JR WAY,T,WF4TWN
2015-00005878,01/30/2015 06:49:00 PM,SHATTUCK AVE / CARLETON ST,T,BM2TWN
2015-00005879,01/30/2015 06:53:00 PM,2300 BLOCK BANCROFT WAY,T,AM1RWS
2015-00005881,01/30/2015 06:58:00 PM,SHATTUCK AVE / CARLETON ST,T,WF2TWN
2015-00005882,01/30/2015 07:12:00 PM,2100 BLOCK SHATTUCK AVE,1194,BM2RCN
2015-00005886,01/30/2015 07:25:00 PM,M L KING JR WAY / PRINCE ST,T,BM2TWN
2015-00005887,01/30/2015 07:29:00 PM,CHANNING WAY / TENTH ST,1196,M
2015-00005888,01/30/2015 07:36:00 PM,ASHBY AVE / DEAKIN ST,T,BF4TWN
2015-00005891,01/30/2015 07:48:00 PM,SHATT HASTE,1194,M
2015-00005895,01/30/2015 07:57:00 PM,SACRAMENTO ST / STUART ST,1194,M
2015-00005897,01/30/2015 08:07:00 PM,CHANNING WAY / M L KING JR WAY,T,HF2TCN
2015-00005898,01/30/2015 08:10:00 PM,1500 BLOCK HARMON ST,1194,M
2015-00005899,01/30/2015 08:11:00 PM,SECOND ST / UNIVERSITY AVE,1194,0
2015-00005900,01/30/2015 08:15:00 PM,2700 BLOCK DURANT AVE,T,BM2TWN
2015-00005902,01/30/2015 08:23:00 PM,DERBY ST / SACRAMENTO ST,T,BM2TWN
2015-00005903,01/30/2015 08:25:00 PM,CALIFORNIA ST / JULIA ST,T,WF4TWN
2015-00005904,01/30/2015 08:28:00 PM,UNIVERSITY AVE / SIXTH ST,T,"BM4TWN, M"
2015-00005905,01/30/2015 08:32:00 PM,COLLEGE AVE / DWIGHT WAY,T,WM4TWN
2015-00005908,01/30/2015 08:37:00 PM,ALCATRAZ AVE / SACRAMENTO ST,T,BM2TWN
2015-00005911,01/30/2015 08:48:00 PM,65/TELE 6nsn339,T,WM2TWN
2015-00076014,12/31/2015 09:49:00 PM,100 BLOCK SEAWALL DR,1196,M
2015-00005912,01/30/2015 08:52:00 PM,COLLEGE AVE / DERBY ST,T,WM3TWN
2015-00005914,01/30/2015 09:08:00 PM,CARLETON ST / MCGEE AVE,T,BM3TWS
2015-00005915,01/30/2015 09:09:00 PM,2900 BLOCK DOHR ST,1194,M
2015-00005917,01/30/2015 09:13:00 PM,2100 BLOCK HASTE ST,T,AM3TWN
2015-00005918,01/30/2015 09:20:00 PM,VIRGINIA ST / FIFTH ST,T,HM4TWN
2015-00005919,01/30/2015 09:22:00 PM,SHATTUCK AVE / BLAKE ST,T,"TOW, BM4TCN"
2015-00005921,01/30/2015 09:24:00 PM,UNIVERSITY AVE / M L KING JR WAY,T,BM3TWN
2015-00005923,01/30/2015 09:27:00 PM,ASHBY AVE / SAN PABLO AVE,T,BF1TCN
2015-00005925,01/30/2015 09:33:00 PM,SHATTUCK AVE / FAIRVIEW ST,T,BM4TWN
2015-00005926,01/30/2015 09:38:00 PM,SAN PABLO AVE / ALLSTON WAY,T,BM3TWN
2015-00005927,01/30/2015 09:43:00 PM,UNIVERSITY AVE / GRANT ST,T,AM2TWN
2015-00005928,01/30/2015 09:44:00 PM,2100 BLOCK SAN PABLO AVE,1194B,BM4TWN
2015-00005930,01/30/2015 09:50:00 PM,ASHBY AVE / SAN PABLO AVE,T,BM3TCS
2015-00005931,01/30/2015 09:53:00 PM,HARMON ST / ELLIS ST,T,BF2TWN
2015-00005933,01/30/2015 10:00:00 PM,UNIVERSITY AVE / NINTH ST,T,HM2TWS
2015-00005935,01/30/2015 10:05:00 PM,2400 BLOCK TELEGRAPH AVE,1194,M
2015-00005937,01/30/2015 10:12:00 PM,KING ST / PRINCE ST,T,BM3TWN
2015-00005939,01/30/2015 10:20:00 PM,SHATTUCK AVE / BANCROFT WAY,T,OM2TCN
2015-00005940,01/30/2015 10:21:00 PM,EIGHTH ST / VIRGINIA ST,T,OM3TWN
2015-00005941,01/30/2015 10:25:00 PM,DWIGHT WAY / PIEDMONT AVE,T,M
2015-00005942,01/30/2015 10:33:00 PM,CURTIS ST / GILMAN ST,T,"BM3TWN, M"
2015-00005949,01/30/2015 10:56:00 PM,HAROLD WAY / ALLSTON WAY,T,HM2TWN
2015-00005951,01/30/2015 11:03:00 PM,SP/DELA,T,BF2TWN
2015-00005953,01/30/2015 11:10:00 PM,SAN PABLO AVE / ASHBY AVE,T,BF4TWN
2015-00005956,01/30/2015 11:13:00 PM,PIEDMONT/DURANT,1194,AF2RWN
2015-00005957,01/30/2015 11:17:00 PM,BYRON ST / BANCROFT WAY,1196,BM2ICS
2015-00005959,01/30/2015 11:22:00 PM,SAN PABLO AVE / ALLSTON WAY,T,BF3TCN
2015-00005962,01/30/2015 11:26:00 PM,OREGON ST / GRANT ST,T,BM2TWN
2015-00005964,01/30/2015 11:38:00 PM,SEVENTH ST / ASHBY AVE,T,BM2TWN
2015-00005967,01/30/2015 11:49:00 PM,TELEGRAPH AVE / CHANNING WAY,T,AF1TWN
2015-00013225,03/05/2015 01:18:00 PM,PIED/FORE,T,OF4TCN
2015-00005968,01/30/2015 11:50:00 PM,EMERSON ST / ADELINE ST,T,OM3TWN
2015-00005971,01/31/2015 12:03:00 AM,PRINCE ST / KING ST,T,BM2TWS
2015-00005972,01/31/2015 12:07:00 AM,UNI/EO SAC,T,WF3TWN
2015-00005976,01/31/2015 12:22:00 AM,SAN PABLO AVE / ALLSTON WAY,T,OM2TCN
2015-00005982,01/31/2015 12:46:00 AM,SAC/DEL,T,AF4TWN
2015-00005984,01/31/2015 12:56:00 AM,SAN PABLO AVE / UNIVERSITY AVE,T,OM2TWN
2015-00005992,01/31/2015 01:24:00 AM,SHAT/STUA,T,WF2TWN
2015-00006011,01/31/2015 03:39:00 AM,FIFTH ST / ADDISON ST,T,WM3TWN
2015-00006012,01/31/2015 04:09:00 AM,SIXTH ST / VIRGINIA ST,1194,M
2015-00006023,01/31/2015 09:27:00 AM,M L KING JR WAY / 61ST ST,T,BM2TWN
2015-00006052,01/31/2015 12:35:00 PM,DWIGHT WAY / SAN PABLO AVE,T,WM3TCN
2015-00006057,01/31/2015 01:05:00 PM,UNIVERSITY AVE / SAN PABLO AVE,T,WM3TWN
2015-00006090,01/31/2015 03:49:00 PM,2500 BLOCK SAN PABLO AVE,1194,WM3WAS
2015-00006117,01/31/2015 06:01:00 PM,SHATTUCK AVE / KITTREDGE ST,1194,WF3RCN
2015-00006121,01/31/2015 06:11:00 PM,2200 BLOCK SHATTUCK AVE,1194,WM2RCS
2015-00006132,01/31/2015 06:39:00 PM,37.8693028530001~-122.272234021,1194,"BM4RWN, BM4RCN"
2015-00006139,01/31/2015 07:06:00 PM,SEVENTH ST / ALLSTON WAY,T,WM4TWN
2015-00006146,01/31/2015 07:58:00 PM,ADELINE ST / WARD ST,T,AF1IAS
2015-00006149,01/31/2015 08:12:00 PM,TELEGRAPH AVE / OREGON ST,T,BM4TWN
2015-00006150,01/31/2015 08:14:00 PM,DWIGHT WAY / DANA ST,T,WM3TWN
2015-00006151,01/31/2015 08:22:00 PM,1700 BLOCK SAN PABLO AVE,1194,BM4RWN
2015-00006159,01/31/2015 09:05:00 PM,ADELINE ST / ALCATRAZ AVE,T,OM2TCN
2015-00006160,01/31/2015 09:09:00 PM,SAC/CARL,T,OM3TWN
2015-00006167,01/31/2015 09:44:00 PM,SACRAMENTO ST / OREGON ST,T,WM4TWN
2015-00006169,01/31/2015 09:50:00 PM,2400 BLOCK TELEGRAPH AVE,1194,P
2015-00006170,01/31/2015 09:53:00 PM,EIGHTH ST / CEDAR ST,T,M
2015-00006176,01/31/2015 10:19:00 PM,UNIVERSITY AVE / SAN PABLO AVE,T,M
2015-00006177,01/31/2015 10:20:00 PM,37.8609962420001~-122.256143699,1194,BM3IWN
2015-00006179,01/31/2015 10:29:00 PM,37.8609962420001~-122.256143699,1194,M
2015-00006180,01/31/2015 10:33:00 PM,BYRON ST / ADDISON ST,T,M
2015-00006182,01/31/2015 10:43:00 PM,NINTH ST / HEARST AVE,T,M
2015-00006184,01/31/2015 10:47:00 PM,DURANT AVE / TELEGRAPH AVE,1194,M
2015-00006185,01/31/2015 10:55:00 PM,M L KING JR WAY / DWIGHT WAY,T,WM2TWN
2015-00006191,01/31/2015 11:28:00 PM,CURTIS ST / UNIVERSITY AVE,T,AM2TWN
2015-00006192,01/31/2015 11:40:00 PM,PARKER ST / BENVENUE AVE,1194,"OM2RCN, M"
2015-00006193,01/31/2015 11:49:00 PM,CHANNING WAY / TELEGRAPH AVE,T,HM2TWN
2015-00006196,02/01/2015 12:02:00 AM,COLLEGE AVE / CHANNING WAY,T,WF2TWN
2015-00006197,02/01/2015 12:04:00 AM,TENTH ST / PARKER ST,1196,M
2015-00006198,02/01/2015 12:04:00 AM,SACRAMENTO ST / WOOLSEY ST,T,WF3TWN
2015-00006199,02/01/2015 12:14:00 AM,WOOLSEY ST / M L KING JR WAY,T,"TOW, AR, P"
2015-00006201,02/01/2015 12:19:00 AM,CHANNING WAY / COLLEGE AVE,T,HM2TWN
2015-00006202,02/01/2015 12:19:00 AM,2500 BLOCK CHANNING WAY,T,BF2TWN
2015-00006205,02/01/2015 12:38:00 AM,UNIVERSITY AVE / SAN PABLO AVE,T,M
2015-00006206,02/01/2015 12:40:00 AM,UNIVERSITY AVE / CHESTNUT ST,T,AF2TCN
2015-00006207,02/01/2015 12:42:00 AM,TELEGRAPH AVE / DERBY ST,1194B,WM3IWS
2015-00006209,02/01/2015 12:54:00 AM,DWIGHT WAY / BONAR ST,T,M
2015-00006211,02/01/2015 12:58:00 AM,BOWDITCH ST / DURANT AVE,T,AM2TWN
2015-00006213,02/01/2015 01:05:00 AM,HARPER ST / WOOLSEY ST,T,WM3TWS
2015-00006217,02/01/2015 01:19:00 AM,UNIVERSITY AVE / SAN PABLO AVE,T,P
2015-00006222,02/01/2015 01:33:00 AM,TELEGRAPH AVE / STUART ST,1194B,BM2TWN
2015-00006224,02/01/2015 01:40:00 AM,CHANNING WAY / COLLEGE AVE,T,BM2TCN
2015-00006225,02/01/2015 01:48:00 AM,37.8609962420001~-122.256143699,1194,MH
2015-00006226,02/01/2015 01:55:00 AM,NINTH ST / CARLETON ST,1196,M
2015-00006233,02/01/2015 02:31:00 AM,37.8609962420001~-122.256143699,1194,WM3IWS
2015-00006235,02/01/2015 02:44:00 AM,37.8609962420001~-122.256143699,1194,WM2IWS
2015-00006238,02/01/2015 02:50:00 AM,80 BLOCK BOLIVAR DR,1196,AM3RWN
2015-00006243,02/01/2015 04:30:00 AM,SHATTUCK AVE / HASTE ST,1194,WF3TWN
2015-00006249,02/01/2015 05:13:00 AM,1800 BLOCK FOURTH ST,1194,AM3IWN
2015-00006276,02/01/2015 11:40:00 AM,ADELINE ST / OREGON ST,T,WF2TCN
2015-00006281,02/01/2015 12:05:00 PM,SHATTUCK AVE / DURANT AVE,1194,BM4RWS
2015-00006283,02/01/2015 12:30:00 PM,SHATUCKAVE/DURANT AVE,1194,BM4RWN
2015-00006304,02/01/2015 03:03:00 PM,37.865677884~-122.257266565,1194,WM2RWN
2015-00006306,02/01/2015 03:13:00 PM,SACRAMENTO ST / WARD ST,T,WF4TCN
2015-00006311,02/01/2015 03:49:00 PM,2400 BLOCK TELEGRAPH AVE,1194,WF3RWN
2015-00006316,02/01/2015 04:06:00 PM,SHATTUCK AVE / HASTE ST,1194,WM3RWN
2015-00006319,02/01/2015 04:19:00 PM,37.8693028530001~-122.272234021,1194,WM4RCN
2015-00006329,02/01/2015 06:28:00 PM,SIXTY-SEVENTH ST / SAN PABLO AVE,T,HM4TWN
